Year,Canada,,Russia,
/,GDP,Happiness,GDP,Happiness
2016,1528,7.40,1276.8,5.86
2017,1649.3,7.32,1574.2,5.96
2018,1725.3,7.33,1657.3,5.81
2019,1743.7,7.28,1893.1,5.65
2020,1655.7,7.10,1493.1,5.48
2021,2007.5,07.03,1843.4,5.46
2022,2161.5,6.96,2266,5.66
2023,2140,6.92,2021,06.04
